Song,Artist,easy,basic,advanced,expert,master,remaster,title,diffIndex,level
Excalibur ～Revived resolution～,Project Grimoire,4,6.0,9.5,11.5,13.8,-,Excalibur ～Revived resolution～,4,11.5
Excalibur ～Revived resolution～,Project Grimoire,4,6.0,9.5,11.5,13.8,-,Excalibur ～Revived resolution～,5,13.8
Excalibur ～Revived resolution～,Project Grimoire,4,6.0,9.5,11.5,13.8,-,Excalibur ～Revived resolution～,3,9.5
FEEL ALIVE,ELEMENTAS feat. NAGISA,4,5.0,8,10.6,12.6,-,FEEL ALIVE,2,5.0
FEEL ALIVE,ELEMENTAS feat. NAGISA,4,5.0,8,10.6,12.6,-,FEEL ALIVE,3,8.0
FEEL ALIVE,ELEMENTAS feat. NAGISA,4,5.0,8,10.6,12.6,-,FEEL ALIVE,4,10.6
FEEL ALIVE,ELEMENTAS feat. NAGISA,4,5.0,8,10.6,12.6,-,FEEL ALIVE,5,12.6
FEEL ALIVE,ELEMENTAS feat. NAGISA,4,5.0,8,10.6,12.6,-,FEEL ALIVE,1,4.0
FEEL the BEATS,A-One,3,5.0,7.8,9.8,12.2,-,FEEL the BEATS,1,3.0
FEEL the BEATS,A-One,3,5.0,7.8,9.8,12.2,-,FEEL the BEATS,2,5.0
FEEL the BEATS,A-One,3,5.0,7.8,9.8,12.2,-,FEEL the BEATS,3,7.8
FEEL the BEATS,A-One,3,5.0,7.8,9.8,12.2,-,FEEL the BEATS,4,9.8
FEEL the BEATS,A-One,3,5.0,7.8,9.8,12.2,-,FEEL the BEATS,5,12.2
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,4,11.6
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,4,11.6
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,2,6.0
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,1,4.0
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,6,13.9
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,5,13.5
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,6,13.9
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,1,4.0
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,3,8.7
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,2,6.0
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,5,13.5
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,4,11.6
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,3,8.7
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,2,6.0
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,1,4.0
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,6,13.9
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,3,8.7
FFT,cybermiso,4,6.0,8.7,11.6,13.5,13.9,FFT,5,13.5
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,1,3.0
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,2,5.0
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,2,5.0
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,3,7.5
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,4,10.3
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,5,12.8
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,1,3.0
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,2,5.0
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,3,7.5
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,4,10.3
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,5,12.8
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,1,3.0
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,3,7.5
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,4,10.3
FLOWER,DJ YOSHITAKA 「jubeat」より,3,5.0,7.5,10.3,12.8,-,FLOWER,5,12.8
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),5,13.4
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),1,4.0
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),2,6.0
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),1,4.0
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),2,6.0
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),3,8.7
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),4,10.8
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),4,10.8
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),5,13.4
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),1,4.0
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),2,6.0
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),3,8.7
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),4,10.8
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),5,13.4
FREEDOM DiVE (tpz Overcute Remix),t+pazolite,4,6.0,8.7,10.8,13.4,-,FREEDOM DiVE (tpz Overcute Remix),3,8.7
FUJIN Rumble,COSIO（ZUNTATA) 「グルーヴコースター」より,2,5.0,7.8,10.2,13.3,-,FUJIN Rumble,5,13.3
FUJIN Rumble,COSIO（ZUNTATA) 「グルーヴコースター」より,2,5.0,7.8,10.2,13.3,-,FUJIN Rumble,2,5.0
FUJIN Rumble,COSIO（ZUNTATA) 「グルーヴコースター」より,2,5.0,7.8,10.2,13.3,-,FUJIN Rumble,1,2.0
FUJIN Rumble,COSIO（ZUNTATA) 「グルーヴコースター」より,2,5.0,7.8,10.2,13.3,-,FUJIN Rumble,3,7.8
FUJIN Rumble,COSIO（ZUNTATA) 「グルーヴコースター」より,2,5.0,7.8,10.2,13.3,-,FUJIN Rumble,4,10.2
Feel My Fire,発熱巫女～ず,2,4.0,8.3,9.7,11.8,-,Feel My Fire,5,11.8
Feel My Fire,発熱巫女～ず,2,4.0,8.3,9.7,11.8,-,Feel My Fire,4,9.7
Feel My Fire,発熱巫女～ず,2,4.0,8.3,9.7,11.8,-,Feel My Fire,3,8.3
Feel My Fire,発熱巫女～ず,2,4.0,8.3,9.7,11.8,-,Feel My Fire,2,4.0
Feel My Fire,発熱巫女～ず,2,4.0,8.3,9.7,11.8,-,Feel My Fire,1,2.0
FestivaLight,霜月はるか,2,4.0,7.2,9,12.1,-,FestivaLight,4,9.0
FestivaLight,霜月はるか,2,4.0,7.2,9,12.1,-,FestivaLight,5,12.1
FestivaLight,霜月はるか,2,4.0,7.2,9,12.1,-,FestivaLight,1,2.0
FestivaLight,霜月はるか,2,4.0,7.2,9,12.1,-,FestivaLight,2,4.0
FestivaLight,霜月はるか,2,4.0,7.2,9,12.1,-,FestivaLight,3,7.2
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,5,12.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,2,5.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,5,12.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,1,3.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,3,7.7
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,2,5.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,1,3.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,4,9.8
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,4,9.8
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,2,5.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,1,3.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,5,12.0
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,4,9.8
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,3,7.7
Fist Bump,"大谷智哉,Douglas Robb from Hoobastank「ソニックフォース」",3,5.0,7.7,9.8,12,-,Fist Bump,3,7.7
Fragrance,Tsukasa (Arte Refact),4,5.0,8.5,11.7,13.1,13.5,Fragrance,6,13.5
Fragrance,Tsukasa (Arte Refact),4,5.0,8.5,11.7,13.1,13.5,Fragrance,4,11.7
Fragrance,Tsukasa (Arte Refact),4,5.0,8.5,11.7,13.1,13.5,Fragrance,3,8.5
Fragrance,Tsukasa (Arte Refact),4,5.0,8.5,11.7,13.1,13.5,Fragrance,5,13.1
Fragrance,Tsukasa (Arte Refact),4,5.0,8.5,11.7,13.1,13.5,Fragrance,2,5.0
Fragrance,Tsukasa (Arte Refact),4,5.0,8.5,11.7,13.1,13.5,Fragrance,1,4.0
Future,★STAR GUiTAR [cover],3,6.0,6.2,7.9,9.5,11.3,Future,3,6.2
Future,★STAR GUiTAR [cover],3,6.0,6.2,7.9,9.5,11.3,Future,4,7.9
Future,★STAR GUiTAR [cover],3,6.0,6.2,7.9,9.5,11.3,Future,5,9.5
Future,★STAR GUiTAR [cover],3,6.0,6.2,7.9,9.5,11.3,Future,6,11.3
Future,★STAR GUiTAR [cover],3,6.0,6.2,7.9,9.5,11.3,Future,2,6.0
Future,★STAR GUiTAR [cover],3,6.0,6.2,7.9,9.5,11.3,Future,1,3.0
GEMINI -M-,Tatsh,4,6.0,7,10.2,12.7,-,GEMINI -M-,5,12.7
GEMINI -M-,Tatsh,4,6.0,7,10.2,12.7,-,GEMINI -M-,1,4.0
GEMINI -M-,Tatsh,4,6.0,7,10.2,12.7,-,GEMINI -M-,3,7.0
GEMINI -M-,Tatsh,4,6.0,7,10.2,12.7,-,GEMINI -M-,4,10.2
GEMINI -M-,Tatsh,4,6.0,7,10.2,12.7,-,GEMINI -M-,2,6.0
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,5,12.9
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,4,10.5
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,3,7.7
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,1,3.0
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,5,12.9
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,2,5.0
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,3,7.7
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,2,5.0
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,1,3.0
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,5,12.9
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,4,10.5
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,3,7.7
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,2,5.0
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,1,3.0
GO BACK 2 YOUR RAVE,nora2r,3,5.0,7.7,10.5,12.9,-,GO BACK 2 YOUR RAVE,4,10.5
GOODMEN,EBIMAYO,3,5.0,7.3,9.8,11.8,-,GOODMEN,1,3.0
GOODMEN,EBIMAYO,3,5.0,7.3,9.8,11.8,-,GOODMEN,2,5.0
GOODMEN,EBIMAYO,3,5.0,7.3,9.8,11.8,-,GOODMEN,3,7.3
GOODMEN,EBIMAYO,3,5.0,7.3,9.8,11.8,-,GOODMEN,4,9.8
GOODMEN,EBIMAYO,3,5.0,7.3,9.8,11.8,-,GOODMEN,5,11.8
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,1,4.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,2,6.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,6,13.7
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,5,13.1
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,6,13.7
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,1,4.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,2,6.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,3,8.2
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,5,13.1
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,6,13.7
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,4,11.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,5,13.1
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,4,11.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,3,8.2
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,2,6.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,3,8.2
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,4,11.0
Garakuta Doll Play,t+pazolite,4,6.0,8.2,11,13.1,13.7,Garakuta Doll Play,1,4.0
Garden Of The Dragon,Kai「Wonderland Wars」,1,3.0,6.2,10.2,11.8,-,Garden Of The Dragon,2,3.0
Garden Of The Dragon,Kai「Wonderland Wars」,1,3.0,6.2,10.2,11.8,-,Garden Of The Dragon,5,11.8
Garden Of The Dragon,Kai「Wonderland Wars」,1,3.0,6.2,10.2,11.8,-,Garden Of The Dragon,4,10.2
Garden Of The Dragon,Kai「Wonderland Wars」,1,3.0,6.2,10.2,11.8,-,Garden Of The Dragon,3,6.2
Garden Of The Dragon,Kai「Wonderland Wars」,1,3.0,6.2,10.2,11.8,-,Garden Of The Dragon,1,1.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,1,3.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,5,12.3
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,4,10.8
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,3,7.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,2,5.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,1,3.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,5,12.3
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,3,7.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,2,5.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,5,12.3
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,4,10.8
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,3,7.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,4,10.8
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,2,5.0
Get Happy,Jimmy Weckl,3,5.0,7,10.8,12.3,-,Get Happy,1,3.0
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,3,9.7
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,4,11.3
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,5,13.7
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,1,4.0
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,2,6.0
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,3,9.7
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,4,11.3
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,5,13.7
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,1,4.0
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,2,6.0
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,3,9.7
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,4,11.3
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,5,13.7
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,1,4.0
Glorious Crown,xi,4,6.0,9.7,11.3,13.7,-,Glorious Crown,2,6.0
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",4,11.5
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",1,3.0
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",2,5.0
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",3,8.2
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",4,11.5
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",5,12.9
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",1,3.0
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",5,12.9
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",3,8.2
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",3,8.2
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",2,5.0
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",1,3.0
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",5,12.9
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",4,11.5
"Good Bye, Mr. Jack",sasakure.UK,3,5.0,8.2,11.5,12.9,-,"Good Bye, Mr. Jack",2,5.0
Grip & Break down !!,SOUND HOLIC feat. Nana Takahashi,2,4.0,6.2,7.5,11.9,-,Grip & Break down !!,1,2.0
Grip & Break down !!,SOUND HOLIC feat. Nana Takahashi,2,4.0,6.2,7.5,11.9,-,Grip & Break down !!,2,4.0
Grip & Break down !!,SOUND HOLIC feat. Nana Takahashi,2,4.0,6.2,7.5,11.9,-,Grip & Break down !!,5,11.9
Grip & Break down !!,SOUND HOLIC feat. Nana Takahashi,2,4.0,6.2,7.5,11.9,-,Grip & Break down !!,4,7.5
Grip & Break down !!,SOUND HOLIC feat. Nana Takahashi,2,4.0,6.2,7.5,11.9,-,Grip & Break down !!,3,6.2
H-A-J-I-M-A-R-I-U-T-A-!!,777☆SISTERS,1,3.0,6.8,8.7,11.7,-,H-A-J-I-M-A-R-I-U-T-A-!!,4,8.7
H-A-J-I-M-A-R-I-U-T-A-!!,777☆SISTERS,1,3.0,6.8,8.7,11.7,-,H-A-J-I-M-A-R-I-U-T-A-!!,5,11.7
H-A-J-I-M-A-R-I-U-T-A-!!,777☆SISTERS,1,3.0,6.8,8.7,11.7,-,H-A-J-I-M-A-R-I-U-T-A-!!,1,1.0
H-A-J-I-M-A-R-I-U-T-A-!!,777☆SISTERS,1,3.0,6.8,8.7,11.7,-,H-A-J-I-M-A-R-I-U-T-A-!!,2,3.0
H-A-J-I-M-A-R-I-U-T-A-!!,777☆SISTERS,1,3.0,6.8,8.7,11.7,-,H-A-J-I-M-A-R-I-U-T-A-!!,3,6.8
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,1,4.0
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,2,6.0
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,4,10.8
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,5,13.2
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,1,4.0
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,2,6.0
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,3,8.5
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,4,10.8
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,5,13.2
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,1,4.0
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,2,6.0
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,3,8.5
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,3,8.5
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,5,13.2
HERA,ルゼ,4,6.0,8.5,10.8,13.2,-,HERA,4,10.8
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,2,4.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,1,2.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,2,4.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,3,6.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,4,8.9
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,5,11.2
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,1,2.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,3,6.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,4,8.9
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,4,8.9
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,5,11.2
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,1,2.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,2,4.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,3,6.0
Hand in Hand,livetune,2,4.0,6,8.9,11.2,-,Hand in Hand,5,11.2
Heart Beats,向日葵×emon(Tes.),2,5.0,6.7,8.2,10.3,-,Heart Beats,2,5.0
Heart Beats,向日葵×emon(Tes.),2,5.0,6.7,8.2,10.3,-,Heart Beats,4,8.2
Heart Beats,向日葵×emon(Tes.),2,5.0,6.7,8.2,10.3,-,Heart Beats,3,6.7
Heart Beats,向日葵×emon(Tes.),2,5.0,6.7,8.2,10.3,-,Heart Beats,1,2.0
Heart Beats,向日葵×emon(Tes.),2,5.0,6.7,8.2,10.3,-,Heart Beats,5,10.3
Heartbeats,RAMM feat. 若井友希,2,4.0,8,10,11.3,-,Heartbeats,2,4.0
Heartbeats,RAMM feat. 若井友希,2,4.0,8,10,11.3,-,Heartbeats,3,8.0
Heartbeats,RAMM feat. 若井友希,2,4.0,8,10,11.3,-,Heartbeats,4,10.0
Heartbeats,RAMM feat. 若井友希,2,4.0,8,10,11.3,-,Heartbeats,1,2.0
Heartbeats,RAMM feat. 若井友希,2,4.0,8,10,11.3,-,Heartbeats,5,11.3
"Help me, ERINNNNNN!!",ビートまりお(COOL&CREATE),2,5.0,6.2,9.8,10.4,-,"Help me, ERINNNNNN!!",5,10.4
"Help me, ERINNNNNN!!",ビートまりお(COOL&CREATE),2,5.0,6.2,9.8,10.4,-,"Help me, ERINNNNNN!!",4,9.8
"Help me, ERINNNNNN!!",ビートまりお(COOL&CREATE),2,5.0,6.2,9.8,10.4,-,"Help me, ERINNNNNN!!",3,6.2
"Help me, ERINNNNNN!!",ビートまりお(COOL&CREATE),2,5.0,6.2,9.8,10.4,-,"Help me, ERINNNNNN!!",2,5.0
